text,hap_val,ang_val,sad_val,fea_val,dis_val,EMO_lab
"Jeżeli mówimy o płacy minimalnej,  to  - tak, wybaczcie państwo,  chcemy żeby Polacy więcej zarabiali pojedźcie na Zachód, jedźcie do Niemiec, jedźcie do Francji i powiedzcie, że jest jakąś tragedią, że ludzie będą zarabiali mniej więcej 700 euro",1.56,0.68,0.69,0.92,0.57,HAP
"Jeżeli mówimy o płacy minimalnej,  to  - tak, wybaczcie państwo,  chcemy żeby Polacy więcej zarabiali każdy Polak który ciężko pracuje powinien mieć możliwość godnego utrzymania siebie i swojej rodziny z owoców pracy.",1.28,0.63,0.62,0.73,0.48,HAP
"Pan poseł Horała próbuje odgrywać rolę wolnorynkowca po tym, co przez 4 lata robił jego rząd. Szanowny Panie, podwyższyliście jeszcze prawie trzydzieści podatków,",1.14,1.11,0.92,1.1,0.91,HAP
"Pan poseł Horała próbuje odgrywać rolę wolnorynkowca po tym, co przez 4 lata robił jego rząd. ZUS jest wyższy niż kiedykolwiek wcześniej.",1.32,0.94,0.77,1.01,0.75,HAP
"Wykonaliście na sam koniec kadencji pozorowane ruchy,  żeby móc się chwalić nimi w kampanii wyborczej natomiast prowadzicie politykę, która ma de facto charakter socjaldemokratyczny. Wyście postulowali podniesienie kwoty wolnej i oczywiście kwoty wolnej nie podnieśliście.",1.21,0.73,0.67,0.8,0.6,HAP
"Pan poseł Horała próbuje odgrywać rolę wolnorynkowca po tym, co przez 4 lata robił jego rząd. Wykonaliście na sam koniec kadencji pozorowane ruchy,  żeby móc się chwalić nimi w kampanii wyborczej natomiast prowadzicie politykę, która ma de facto charakter socjaldemokratyczny.",1.47,0.99,0.84,1.04,0.81,HAP
"Pan poseł Horała próbuje odgrywać rolę wolnorynkowca po tym, co przez 4 lata robił jego rząd. pan poseł Horała zapomniał dodać że podnieśli lub wprowadzili nowe już nie 30 ale prawie 40 nowych danin i podatków.",0.76,0.84,0.68,0.78,0.66,ANG
"pan poseł Horała zapomniał dodać że podnieśli lub wprowadzili nowe już nie 30 ale prawie 40 nowych danin i podatków. Opłaty: denna, mocowa, recyklingowa, przejściowa, emisyjna… Powiedziałam o podatkach i daninach, panie pośle, przekażę panu listę czterdziestu. ",0.4,0.6,0.53,0.54,0.48,ANG
Mówienie że obniżacie podatki jest śmieszne bo to wy podnieśliście VAT do dwudziestu trzech procent,0.75,0.76,0.68,0.63,0.66,ANG
"Proszę sobie nie żartować,  ale nie można tak manipulować, pokazywać różne podatki jest jeden jasny wskaźnik - Dzień Wolności Podatkowej, wyliczany przez Centrum Adama Smitha, on zbiera w całość całokształt obciążeń podatkowych.",0.84,0.6,0.55,0.6,0.49,HAP
"Proszę sobie nie żartować,  ale nie można tak manipulować, pokazywać różne podatki W zeszłym roku to był 6 czerwca w tym roku ósmy czerwca najwcześniej w historii.",1.03,0.88,0.87,0.86,0.76,HAP
możemy obniżać podatki umiemy zarządzać finansami publicznymi,1.62,1.52,1.35,1.5,1.24,HAP
możemy obniżać podatki dziesiątki miliardów nie wyciekają do mafii vatowskiej,1.21,1.48,1.36,1.61,1.22,FEA
oczywiście przy tym uruchomiliśmy liczne programy społeczne umiemy zarządzać finansami publicznymi,0.68,0.43,0.33,0.52,0.39,HAP
oczywiście przy tym uruchomiliśmy liczne programy społeczne dziesiątki miliardów nie wyciekają do mafii vatowskiej,0.44,0.51,0.44,0.7,0.45,FEA
"w kwestiach polityki zagranicznej musimy przede wszystkim budować mosty, a nie mury dzisiaj Polska jest osamotniona",1.19,1.03,0.89,1.15,0.95,HAP
"powinniśmy wzmacniać naszą obecność w NATO i w Unii Europejskiej powinniśmy doprowadzić do tego, że w końcu Polska wstanie z kolan, tak jak zapowiadało to Prawo i Sprawiedliwość",0.49,0.31,0.44,0.41,0.21,HAP
naszym partnerem powinni być Niemcy i Francuzi powinniśmy wzmacniać naszą obecność w NATO i w Unii Europejskiej,1.08,0.52,0.62,0.62,0.34,HAP
"dlatego, że to przedsiębiorcy są tym ważnym elementem i bardzo ważnym głosem. To oni zapewniają miejsca pracy dowodem dobrego radzenia sobie z kryzysem są kolejne przyjmowane tarcze antykryzysowe. Przyjmowane w konsultacji ze związkami zawodowymi, a więc z partnerami społecznymi. Przyjmowanym także i w konsultacji z przedsiębiorcami",1.47,0.79,0.75,0.96,0.61,HAP
"nam chodzi o to, by po pierwsze uratować polską przedsiębiorczość, a po drugie, aby jak najwięcej miejsc pracy w Polsce nie zniknęło. Żeby ludzie mogli się bogacić dlatego, że to przedsiębiorcy są tym ważnym elementem i bardzo ważnym głosem. To oni zapewniają miejsca pracy",1.16,0.54,0.48,0.69,0.38,HAP
"Andrzej Duda wierzy, że to właśnie nasze współdziałanie pozwoli nam przetrwać i pozwoli nam z powrotem wyjść na prostą i piąć się w górę Andrzej Duda jest optymistą",0.69,0.22,0.29,0.29,0.16,HAP
"tajemnicą dynamicznego rozwoju Polski było x dynamiczny rozwój Polski to był efekt dobrego współdziałania pomiędzy prezydentem, rządem i większością parlamentarną",0.99,0.75,0.57,0.73,0.63,HAP
"dlatego jeśli Robert Biedroń zostanie prezydentem w ciągu 100 dni doprowadzi do tego, żeby zlikwidować umowy śmieciowe ludzi jak pan Michał w Polsce są miliony",1.33,0.74,0.7,0.79,0.64,HAP
"żeby ludzie w końcu pracowali na godnych warunkach i dostawali dobrą płacę dlatego jeśli Robert Biedroń zostanie prezydentem w ciągu 100 dni doprowadzi do tego, żeby zlikwidować umowy śmieciowe",1.24,0.65,0.68,0.78,0.53,HAP
"na liście stolic, które Szymon Hołownia odwiedzi po objęciu urzędu prezydenta znajdzie się wspomniany już Berlin i Paryż Szymon Hołownia musi odbudować, jako prezydent, relacje Polski w ramach Trójkąta Weimarskiego",0.52,0.51,0.4,0.43,0.44,HAP
"z całą pewnością na liście stolic, które Szymon Hołownia odwiedzi po objęciu urzędu prezydenta, znajdzie się Kijów niepodległa Ukraina, to nasza racja stanu",0.58,0.58,0.45,0.49,0.49,HAP
"z całą pewnością na liście stolic, które Szymon Hołownia odwiedzi po objęciu urzędu prezydenta, znajdzie się Kijów prezydent Rzeczypospolitej powinien mieć jak najlepsze relacje właśnie z prezydentem Ukrainy",0.65,0.69,0.52,0.52,0.57,ANG
"to giełda polska najbardziej traci ze wszystkich wyniki, które Michał Adamczyk podawał, że gdzieś są jakieś lepsze dla Polski, to wystarczy popatrzeć na giełdę",1.03,0.99,0.95,1.27,0.62,FEA
"popatrzmy ile kosztowało euro przed koronawirusem, ile dzisiaj to giełda polska najbardziej traci ze wszystkich",0.91,1.4,1.36,1.46,0.73,FEA
wystarczy uwolnić tą gospodarkę od tego i biurokracji potwornej przecież jest tak proste rozwiązanie,1.57,1.25,1.26,1.35,1.2,HAP
"wystarczy zmniejszyć, zlikwidować niektóre podatki i zamiast tych wydatków na Urzędy Skarbowe, gdzie są setki tysięcy zatrudnionych ludzi, oni by nie byli potrzebni do niczego przy prostym prawie przecież jest tak proste rozwiązanie",1.56,1.41,1.31,1.3,1.14,HAP
"przez wiele lat w Parlamencie Europejskim Mirosław Piotrowski należał do grupy Unia na rzecz Europy Narodów bycie członkiem grupy Unia na rzecz Europy Narodów świadczy za odpowiedź, za jaką opcją Mirosław Piotrowski się opowiada",1.4,0.83,0.84,0.85,0.74,HAP
"Andrzej Duda nie zabiera głosu Tak jak pan Donald Tusk oddając śledztwo smoleńskie Rosjanom podzielił społeczeństwo, tak teraz pan prezydent Duda podzieli społeczeństwo",0.33,0.3,0.28,0.22,0.23,HAP
"5 lat ludzie będą się spierać czy te nasze wybory były legalne czy nielegalne Tak jak pan Donald Tusk oddając śledztwo smoleńskie Rosjanom podzielił społeczeństwo, tak teraz pan prezydent Duda podzieli społeczeństwo",0.55,0.39,0.37,0.43,0.29,HAP
w tej chwili nasz ustrój się po prostu chwieje Andrzej Duda po prostu nie zabiera głosu,0.95,0.4,0.4,0.4,0.36,HAP
"nie dajcie sobie wmówić, że to pracodawcy was zwalniają to politycy chcą waszego bezrobocia, obniżek pensji i zwolnień",1.1,0.78,0.8,0.99,0.57,HAP
"prokreacja jest przyszłością tylko poprzez prokreację tak państwo możemy utrzymać, że mamy dzieci",1.81,0.86,0.91,1.23,0.7,HAP
"małżeństwo jest związkiem kobiety i mężczyzny i nie ma co tutaj dyskutować na ten temat nie ma tu dylematu, konstytucja określa, że małżeństwo jest związkiem kobiety i mężczyzny",2.71,1.5,1.59,1.78,1.06,HAP
jeżeli chodzi o politykę socjalną emeryci mają być zwolnieni z podatków Marek Jakubiak jest całym sercem za zwolnieniem emerytów z podatku,0.93,1.18,1.12,1.03,1.09,ANG
"na temat tego, czym jest małżeństwo nie ma co dalej rozmawiać temat tego, czym jest małżeństwo jest określony w konstytucji",0.95,0.43,0.42,0.5,0.36,HAP
"Marek Jakubiak nie będzie już brnął w to, czym jest małżeństwo temat tego, czym jest małżeństwo jest określony w konstytucji",0.65,0.41,0.39,0.41,0.39,HAP
"wsparliśmy Włochów w walce z koronawirusem bo Europa powinna opierać się na solidarności to właśnie dlatego w ramach współdziałania i wsparcia wysłaliśmy grupę naszych lekarzy do Włoch po to, żeby wsparli Włochów w bardzo trudnej wtedy dla nich sytuacji walki z koronawirusem",0.77,0.68,0.6,0.72,0.48,HAP
wsparliśmy Włochów w walce z koronawirusem bo Europa powinna opierać się na solidarności Europa nie powinna się opierać na konkurencji,0.27,0.48,0.39,0.55,0.29,FEA
"w Europie powinniśmy postawić na współpracę to właśnie dlatego w ramach współdziałania i wsparcia wysłaliśmy grupę naszych lekarzy do Włoch po to, żeby wsparli Włochów w bardzo trudnej wtedy dla nich sytuacji walki z koronawirusem",0.76,0.57,0.52,0.62,0.42,HAP
"Andrzej Duda napisał list do koleżanek i kolegów przywódców europejskich fakt, że Europa zaspała w sprawie koronawirusa nie znaczy, że nie powinniśmy budować wspólnej Europy, bo ona jest projektem bardzo ważnym",0.9,0.46,0.43,0.55,0.39,HAP
"Mirosław Piotrowski nigdy, jako prezydent nie podpisałby tak źle przygotowanej ustawy, która zrzuca na barki uczniów i nauczycieli ten cały ciężar Mirosław Piotrowski wie co mówi, ma żonę nauczycielkę",1.08,0.88,0.76,0.9,0.66,HAP
"Mirosław Piotrowski się dziwi, że w ogóle kwestia małżeństw homoseksualnych tutaj pada gdyby pan redaktor Michał Adamczyk na przykład kliknął sobie na stronę Kancelarii Prezydenta Rzeczypospolitej Polskiej i zobaczył w zakładce ""polityka społeczna"", to jest wiele polityk",0.32,0.39,0.31,0.32,0.36,ANG
"żaden prezydent by tego uczynić nie mógł ustawa wprowadzająca małżeństwa homoseksualne, a co za tym idzie, wprowadzająca możliwość adopcji dzieci przez małżeństwa homoseksualne, jest po prostu sprzeczna z konstytucją",1.62,1.02,0.9,0.98,0.81,HAP
"Mirosław Piotrowski nie podpisałby ustawy wprowadzającej małżeństwa homoseksualne, a co za tym idzie, wprowadzającej możliwość adopcji dzieci przez małżeństwa homoseksualne, o której mówi pan redaktor Michał Adamczyk ustawa wprowadzająca małżeństwa homoseksualne, a co za tym idzie, wprowadzająca możliwość adopcji dzieci przez małżeństwa homoseksualne, jest po prostu sprzeczna z konstytucją",1.14,0.69,0.62,0.7,0.56,HAP
"Mirosław Piotrowski się dziwi, że w ogóle kwestia małżeństw homoseksualnych tutaj pada albo by pan redaktor Michał Adamczyk kliknął na zakładkę edukacja, tam gdzie pan prezydent zatrudnia ze siedem osób, doradców",0.59,0.36,0.29,0.38,0.3,HAP
Polki miały takie same prawa jak Francuzki czy Niemki Robert Biedroń będzie zabiegał także żebyśmy integrowali nasze prawa,0.07,0.03,0.02,0.03,0.02,HAP
Żeby Polska także była krajem świeckim Robert Biedroń będzie zabiegał także żebyśmy integrowali nasze prawa,0.0,0.0,0.0,0.0,0.0,None
"państwo jest w rozgardiaszu, organizacyjnej ruinie do państwa w rozgardiaszu doprowadziły ramy ustrojowe, w których samowładztwo i ciężka atmosfera rządów autorytarnych może się szerzyć bezgranicznie",0.99,0.83,0.82,0.89,0.71,HAP
"trzeba przywrócić państwo obywatelom Władysław Kosiniak-Kamysz jest jedynym kandydatem, który przyjął pakiet obywatelski Pawła Kukiza, dzień referendalny, ordynacja mieszana, czy wybór Prokuratora Generalnego w wyborach powszechnych",0.7,0.4,0.38,0.55,0.32,HAP
"Robert Biedroń jest w polityce dla zmiany. Robert Biedroń jest w polityce nie po to, żeby trwać.",1.39,1.51,1.19,1.53,1.49,FEA
"Robert Biedroń jest w polityce dla zmiany. Robert Biedroń jest w polityce nie po to, żeby konserwować to, co wszyscy pozostali kandydaci.",0.9,1.11,0.87,1.1,1.08,ANG
Robert Biedroń jest w polityce dla zmiany. Robert Biedroń będzie walczył o sprawy ważne dla Polek i Polaków.,0.81,0.94,0.73,1.01,0.78,FEA
"Robert Biedroń jest w polityce dla zmiany. Robert Biedroń tak, jak kiedy był prezydent Słupska, będzie walczył o likwidację śmieciówek",0.94,1.12,0.85,1.08,0.92,ANG
Robert Biedroń jest w polityce dla zmiany. Robert Biedroń będzie walczył nieustannie o prawa kobiet.,1.28,1.17,0.95,1.22,0.95,HAP
"Robert Biedroń przeszedł długą drogę, żeby stanąć dzisiaj tutaj i zostać politykiem. Robert Biedroń jest zwykłym chłopakiem z ulicy Kolejowej w Krośnie",0.76,0.4,0.42,0.5,0.38,HAP
Robert Biedroń jest w polityce dla zmiany. Robert Biedroń będzie walczył o dobry klimat.,0.86,1.08,0.81,1.11,0.89,FEA
Robert Biedroń jest w polityce dla zmiany. Robert Biedroń będzie walczył o godne płace i emerytury,0.91,0.98,0.74,1.0,0.81,FEA
"Robert Biedroń nie będzie wiernym sługą swego pana, który będzie podpisywał wszystko tym długopisem Robert Biedroń będzie podpisywał tylko te ustawy, które służyć będą konstytucji, Polkom i Polakom.",0.99,0.74,0.74,0.74,0.66,HAP
"Robert Biedroń jest w polityce dla zmiany. Robert Biedroń nie będzie wiernym sługą swego pana, który będzie podpisywał wszystko tym długopisem",1.16,0.92,0.89,0.96,0.85,HAP
"Robert Biedroń chciałby, razem z państwem, wspólnie odzyskać Polskę.  Robert Biedroń jest w polityce dla zmiany.",0.91,0.8,0.73,0.88,0.75,HAP
"Robert Biedroń chciałby, razem z państwem, wspólnie odzyskać Polskę.  Robert Biedroń przeszedł długą drogę, żeby stanąć dzisiaj tutaj i zostać politykiem.",0.67,0.38,0.43,0.44,0.33,HAP
"Marek Jakubiak  nie chce żyć w państwie, które bezpośrednio podlega dyktatowi Unii zarządzanej przez Niemcy i Francję niechęć Marka Jakubiaka nie wynika z niczego innego, jak tylko z doświadczeń, które Polska ma dość bogate w tej sytuacji",1.05,0.79,0.7,0.73,0.73,HAP
"w sprawie małżeństw homoseksualnych uważam, że jak równość to równość na to, jeżeli chcecie być strażnikami konstytucji, umówiliśmy się właśnie w tej konstytucji na równość",1.18,0.66,0.66,0.85,0.56,HAP
Robert Biedroń ureguluje w całej w Polsce sprawy kredytów hipotecznych i oczekiwania na mieszkanie sprawy kredytów hipotecznych i oczekiwania na mieszkanie trzeba uregulować,1.47,1.37,1.37,1.73,1.09,FEA
"najwyższy czas, żebyśmy zaczęli zasypywać podziały. Małgorzata Kidawa-Błońska będzie prezydentem, dla którego każdy Polak będzie ważny, niezależnie jakie ma poglądy, skąd przyszedł.",0.44,0.28,0.26,0.26,0.22,HAP
Małgorzata Kidawa-Błońska wygra z PiS-em w całej Polsce.  Małgorzata Kidawa-Błońska wygrała z Jarosławem Kaczyńskim w Warszawie,0.0,0.0,0.0,0.0,0.0,None
"tematy x są bardzo ważne dla przyszłego prezydenta Polski, którym chciałaby być Małgorzata Kidawa-Błońska Polska potrzebuje prezydenta, który będzie strażnikiem konstytucji.",1.25,0.85,0.83,0.86,0.72,HAP
"tematy x są bardzo ważne dla przyszłego prezydenta Polski, którym chciałaby być Małgorzata Kidawa-Błońska każdy w naszym kraju powinien czuć się bezpiecznie.",1.04,0.58,0.6,0.61,0.49,HAP
"tematy x są bardzo ważne dla przyszłego prezydenta Polski, którym chciałaby być Małgorzata Kidawa-Błońska najwyższy czas, żebyśmy zaczęli zasypywać podziały.",0.8,0.44,0.43,0.46,0.36,HAP
"państwo nie będzie miało pieniędzy na utrzymanie lecznictwa, całego aparatu skarbowego i państwowego przedsiębiorcy nie będą wpłacać podatków",0.45,0.61,0.6,0.55,0.53,ANG
powinniśmy czynnie zabiegać o reformę przedsiębiorcy umierają na naszych oczach,0.57,0.66,1.04,0.91,0.51,SAD
umieramy na waszych oczach przedsiębiorcy potrzebują pomocy już teraz,1.53,1.4,2.0,1.84,1.09,SAD
"Marek Jakubiak odnosi wrażenie, że państwo polskie zachowuje się wobec przedsiębiorców trochę śpiąco koronawirus chyba zejdzie z naszej orbity zainteresowania, ale dopiero wtedy pomoc ruszy",0.48,0.3,0.28,0.3,0.28,HAP
Krzysztof Bosak jest zwolennikiem emerytury obywatelskiej i likwidacji ZUS-u ZUS to instytucja niewydolna,0.19,0.23,0.2,0.29,0.23,FEA
"Krzysztofa Bosaka zdumiewa odpowiedź prezydenta Andrzeja Dudy Andrzej Duda właśnie nominował na pełniącego obowiązki Pierwszego Prezesa Sądu Najwyższego prawnika, który ma opinię przeciwną, mniejszościową w polskiej doktrynie prawnej, ale przeciwną",0.58,0.44,0.42,0.54,0.35,HAP
"Krzysztof Bosak oczywiście nie podpisałby projektu wprowadzającego tak zwane małżeństwa homoseksualne rację mają również ci kontrkandydaci, którzy powiedzieli, żeby projekt wprowadzający tak zwane małżeństwa homoseksualne byłby sprzeczny z polską konstytucją",0.34,0.29,0.25,0.29,0.21,HAP
"pan prezydent Andrzej Duda pozuje na konserwatystę Andrzej Duda jedno mówi, drugie robi",1.03,0.63,0.53,0.61,0.5,HAP
"Andrzej Duda jedno mówi, drugie robi również pan prezydent Andrzej Duda w wywiadzie dla tygodnika Wprost, jeszcze w tym roku mówił o tym, że podpisałby ustawę spełniającą oczekiwania lobby LGBT, między innymi ustawę o statusie osoby najbliższej, czyli de facto związki partnerskie",1.44,0.77,0.72,0.91,0.64,HAP
"te dopłaty do węgla, to panie Tanajno, nic nie pomoże prezydentura i krzyczenie o tym, że jestem za przedsiębiorcam przedsiębiorcy będą konkurencji swojej w Niemczech musieli płacić potworne pieniądze za produkcję dwutlenku węgla, choćby w prądzie, to i tak nie potrafią być przedsiębiorcami",0.56,0.86,0.78,0.9,0.71,FEA
"to jest implementacja praw europejskich, nieprawdopodobna ilość otóż Sejm, w tej chwili 90% ustaw, jakie są w Sejmie uchwalane, to nie są ustawy wymyślone przez polskich polskich posłów czy rząd",0.56,0.66,0.5,0.57,0.57,ANG
"to jest implementacja praw europejskich, nieprawdopodobna ilość w pozostałych 10% mieści się ta walka między opozycją, sądami i tak dalej, jakichś jeszcze parę drobiazgów, jeszcze uchwalenie budżetu",0.54,0.72,0.63,0.78,0.54,FEA
"te dopłaty do węgla, to panie Tanajno, nic nie pomoże prezydentura i krzyczenie o tym, że jestem za przedsiębiorcam Stanisław Żółtek zobaczył, co nam szykuje Unia Europejska",0.51,0.49,0.45,0.46,0.44,HAP
dokonajmy zmian w gospodarce gospodarka jest zniszczona,0.95,0.57,0.58,0.95,0.49,HAP
"dokonajmy zmian w gospodarce zniszczmy to, co tą gospodarkę niszczy.",1.05,1.21,0.98,1.3,0.86,FEA
"zniszczmy to, co tą gospodarkę niszczy. zlikwidujmy podatek najgorszy, dochodowy, PIT, CIT, zmniejszmy pozostałe",0.46,1.23,0.97,0.95,0.83,ANG
"koncesje, zakazy i nakazy to broń przeciwko nam. Zlikwidujmy część,  koncesji, różnego rodzaju, nakazów i zakazów.",0.38,0.45,0.4,0.56,0.42,FEA
"dokonajmy zmian w gospodarce koncesje, zakazy i nakazy to broń przeciwko nam.",0.68,0.65,0.56,1.01,0.59,FEA
dokonajmy zmian w gospodarce pozbądźmy się biurokracji.,0.88,0.84,0.75,1.03,0.68,FEA
pozbądźmy się biurokracji. wszyscy mają wystarczająco dość biurokracji,0.15,0.58,0.43,0.33,0.43,ANG
dokonajmy zmian w gospodarce bogaćmy się bez bata urzędnika nad głową.,0.8,0.84,0.66,0.97,0.71,FEA
"jeżeli będziesz miał takie same poglądy jak Stanisław Żółtek , to zagłosuj na niego sprawdź w internecie swoje poglądy i Stanisława Żółtka wrzuć w przeglądarkę jakąkolwiek. Latarnik Wyborczy.",0.37,0.17,0.16,0.17,0.24,HAP
"stanęliśmy przed bardzo poważnym kryzysem niestety nasz rząd w czasach koniunktury nie przygotował się na taką sytuację, w jakiej jesteśmy",0.55,1.02,0.83,0.94,0.82,ANG
"ludzie potrzebują zwolnienia z ZUS-u, potrzebują szybkich kredytów, które pozwolą im zachować ciągłość i żeby miały pieniądze obrotowe potrzebne są ulgi w czynszach teraz bez silnej pomocy dla polskich przedsiębiorców, dla osób utrzymujących miejsca pracy, dla osób, które musiały zawiesić swoją działalność, na przykład fryzjerzy, szewcy, osoby prowadzące jednoosobowe działalności gospodarczej, które nie z własnej winy nie mogą wrócić do pracy, bez pomocy dla nich ze strony państwa wpadniemy w jeszcze większy kryzys",1.53,1.01,0.95,1.15,0.78,HAP
"ludzie potrzebują zwolnienia z ZUS-u, potrzebują szybkich kredytów, które pozwolą im zachować ciągłość i żeby miały pieniądze obrotowe potrzebne są ulgi w czynszach niestety te tarcze, te tak zwane tarcze tej pomocy nie dały",0.83,0.65,0.71,0.76,0.55,HAP
to jest fałszywy dylemat można mieć jednocześnie Europę i Polskę,0.26,0.42,0.39,0.58,0.24,FEA
"Polska weszła do Unii Europejskiej, Europa weszła do Polski i to dobry interes dla Polaków w sytuacji globalnego kryzysu, pandemii",0.23,0.41,0.39,0.45,0.31,FEA
"Polska weszła do Unii Europejskiej, Europa weszła do Polski i to dobry interes dla Polaków łatwiej jest bronić się razem",0.31,0.19,0.18,0.22,0.11,HAP
"Polska weszła do Unii Europejskiej, Europa weszła do Polski i to dobry interes dla Polaków kiedy jesteśmy razem łatwiej jest sprostać różnym wyzwaniom i bardzo dobrze pokazuje to przykład Unii Europejskiej",0.18,0.1,0.08,0.11,0.08,HAP
kiedy jesteśmy razem łatwiej jest sprostać różnym wyzwaniom i bardzo dobrze pokazuje to przykład Unii Europejskiej Unia Europejska teraz przeznaczy wielkie pieniądze na wsparcie polskich przedsiębiorców i polskich miejsc pracy,0.85,0.38,0.34,0.44,0.28,HAP
"to bzdury, panie prezydencie, że Europa zaspała zaspał nasz rząd, a kolejna twórczość retoryczna premiera Morawieckiego na kolejnych konferencjach prasowych nie nakarmi polskich przedsiębiorców i polskich rodzin",0.36,0.55,0.34,0.36,0.43,ANG
"dlatego Mirosław Piotrowski zapowiedział i zapowiada, że jak zostanie prezydentem Polski, to obniży podatki obywatele polscy, przedsiębiorcy są gnębieni wielkimi podatkami",0.44,1.08,0.94,0.86,0.91,ANG
"Władysław Kosiniak-Kamysz będzie prezydentem, który będzie dbał o to, żeby nie weszły nigdy w życie głupie pomysły rządzących, takie jak zwalnianie przez e-mail pracowników zwalnianie przez e-mail pracowników jest niedopuszczalne i upokarzające",1.26,0.68,0.66,0.69,0.58,HAP
"po latach rozwalania wspólnoty narodowej przez Andrzeja Dudę, przez ferajnę z Nowogrodzkiej, trzeba przywrócić zgodę narodową naszego bezpieczeństwa nie zabezpieczy tylko i wyłącznie armia i sojusze, ale wspólnota narodowa",1.75,0.84,0.87,0.91,0.73,HAP
"w tym roku Andrzej Duda z pierwszą wizytą bardzo chciałby pojechać do Rzymu wizyta w Rzymie będzie oznaczała, że epidemia koronawirusa minęła",1.0,0.4,0.38,0.55,0.37,HAP
"w tym roku Andrzej Duda z pierwszą wizytą bardzo chciałby pojechać do Rzymu wizyta w Rzymie będzie oznaczała, że pokonaliśmy epidemię koronawirusa",1.0,0.4,0.38,0.55,0.37,HAP
"w tym roku Andrzej Duda z pierwszą wizytą bardzo chciałby pojechać do Rzymu wizyta w Rzymie będzie oznaczała, że Włochy, które tak bardzo ucierpiały są wspierane przez swojego sojusznika w Unii Europejskiej",1.08,0.38,0.4,0.5,0.35,HAP
mamy świetne relacje ze Stanami Zjednoczonymi wielokrotne spotkania Andrzeja Dudy z panem prezydentem Donaldem Trumpem,1.29,0.54,0.53,0.63,0.47,HAP
mamy świetne relacje ze Stanami Zjednoczonymi jeździmy dzisiaj do Stanów Zjednoczonych bez wiz,1.52,0.71,0.7,0.81,0.59,HAP
"róbcie przelewy, przestańcie oszukiwać macie dane elektroniczne z plików JPK, macie deklaracje elektroniczne",0.51,0.2,0.17,0.21,0.16,HAP
"Szymon Hołownia jako prezydent w ciągu pierwszego miesiąca swojego urzędowania złoży do sejmu 5 projektów ustaw opisujących jego minimum antykryzysowe, o którym mówi od wielu tygodni ludzie nie nakarmią się opowieściami o kolejnych dziurawych tarczach antykryzysowych",0.85,0.75,0.69,0.71,0.58,HAP
"nie jest prawdą, że polska gospodarka rozwijała się szczególnie szybko przed epidemią, przed kryzysem tempo rozwoju gospodarczego na poziomie 3% PKB, to jest co najwyżej średnie tempo",0.79,0.66,0.57,0.75,0.48,HAP
"nie jest prawdą, że polska gospodarka rozwijała się szczególnie szybko przed epidemią, przed kryzysem Rumunia, Węgry rozwijały się szybciej",0.31,0.51,0.46,0.49,0.36,ANG
"nie jest prawdą, że polska gospodarka rozwijała się szczególnie szybko przed epidemią, przed kryzysem wysokie tempo wzrostu gospodarczego, to jest na przykład 10% PKB albo więcej",0.96,0.72,0.67,0.81,0.53,HAP
"solidarność jest potrzebna, ale także powinna być solidarność z Polakami w tej sytuacji rząd, polski rząd zaspał i  przynajmniej miesiąc nie realizował tego, co powinien",0.89,0.91,0.71,0.75,0.77,ANG
"rząd, polski rząd zaspał i  przynajmniej miesiąc nie realizował tego, co powinien rząd testów do dnia dzisiejszego nie robi na takim poziomie, jak powinien",1.47,1.42,1.07,1.3,1.2,HAP
łamana jest praworządność w naszym kraju w stosunku do nas rozpoczęto działania z powodu artykułu 7,1.41,0.79,0.74,1.06,0.68,HAP
"łamana jest praworządność w naszym kraju nie mamy Trybunału Konstytucyjnego, Sądu Najwyższego",0.98,0.96,0.94,1.28,0.77,FEA
"łamana jest praworządność w naszym kraju mamy upolitycznioną prokuraturę, mamy brak mediów publicznych, w których moglibyśmy poznać prawdę",0.68,0.69,0.72,0.84,0.47,FEA
"łamana jest praworządność w naszym kraju wyprowadzana jest Polska z Unii Europejskiej, mamy sprawy przed Europejskim Trybunałem Sprawiedliwości, przegrane procesy",0.24,0.28,0.27,0.4,0.24,FEA
"mamy jako Polska potencjał w sektorze rolniczym jest taki koncern przemysłowo spożywczy, zagraniczny, działający tutaj w Polsce który ma przychodu więcej niż cały budżet Polski",0.58,0.34,0.34,0.38,0.34,HAP
powinniśmy stawiać na super nowoczesną technologię rolniczą w Polsce nie mamy na razie tryskającej ropy,1.54,0.6,0.54,0.65,0.62,HAP
powinniśmy stawiać na super nowoczesną technologię rolniczą w Polsce nie mamy złota ani kopalni diamentów,1.99,0.83,0.81,1.05,0.86,HAP
powinniśmy stawiać na super nowoczesną technologię rolniczą mamy jako Polska potencjał w sektorze rolniczym,1.58,0.72,0.65,0.77,0.77,HAP
powinniśmy stawiać na super nowoczesną technologię rolniczą sektor rolniczy to jest super nowoczesna technologia rolnicza,2.49,1.09,0.95,1.14,1.13,HAP
nie jest to pytanie o ustrój naszego państwa jest to pytanie o politykę zagraniczną,1.67,1.84,1.47,2.03,1.68,FEA
"jeżeli zjednoczylibyśmy swój głos, zagłosowali na jednego kandydata, to przykrylibyśmy partyjną hołotę z PiS czapkami Platforma ma 37 tysięcy członków, PiS 40 tysięcy członków",0.71,0.41,0.36,0.4,0.44,HAP
